Marca,Coleção,Segmento,Ano/série/Módulo,Volume,Componente,Código,Nome,Categoria,Ativo no bigodão?,Avaliações,Coluna1,Link,Tipologia,Escala de qualidade,Nota,SAMR,Sugestões de melhorias ou observações sobre a exclusão,Reutilizado?,Onde?,Reaproveitado em algum material em 2025/2026?,
SAE,-,-,-,-,-,EXT24_3_POR_L3_A_15_OD1,Quiz gramatical,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EXT24_3_POR_L3_A_15_OD1,-,-,-,-,-,-,-,,
SAE,2024,AF,9,L3,QUI,EF21_9_QUI_L3_U3_02_OD1,Aplicações das Bases,-,SIM,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_9_QUI_L3_U3_02_OD1,-,,,,,,,,
SAE,2024,AI,2,L3,ING,EF21_2_ING_L3_U3_01_OD2,COLORS: WORD SEARCH,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_2_ING_L3_U3_01_OD2,-,Básico,4,Substituição,As cores na seleção da palavra poderiam ser as cores que estão sendo selecionadas no caça-palavras.,,,,
SAE,2024,AI,1,L2,EDF,EF22_1_EDF_L2_U1_01_OD1,BRINCADEIRAS E RODAS CANTADAS,-,NÃO,"4,4",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_1_EDF_L2_U1_01_OD1,-,Reprovado,N/A,N/A,Pouca intencionalidade pedagógica.,,,,
SAE,2024,AI,4,L1,ESP,EF22_4_ESP_L1_U1_01_OD1,Despedirse,-,NÃO,"3,957",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_ESP_L1_U1_01_OD1,-,,,,,,,,
SAE,2024,AF,6,L3,FIL,EF21_6_FIL_L3_U3_01_OD1,O significado da política hoje,TABS,SIM,"3,558",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_6_FIL_L3_U3_01_OD1,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso,,,,
SAE,2024,AI,1,L3,ING,EF21_1_ING_L3_U4_01_OD1,Escolha o número correto,-,SIM,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_1_ING_L3_U4_01_OD1,-,Adequado,8,Ampliação,"Excluir o número que deve ser encontrado nos balões, mantendo apenas o áudio, para que o aluno faça a associação do que ouviu com o conteúdo do balão. Feedback final deve ser em inglês.",,,,
SAE,-,-,-,-,-,EI21_2A_L1_U1_01_OD1,As cores dos elementos da natureza,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EI21_2A_L1_U1_01_OD1,-,-,-,-,-,-,-,,
SAE,2024,AF,8,L3,GEO,EF21_8_GEO_L3_U5_01_OD2,Hidrografia,-,SIM,"3,333",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_8_GEO_L3_U5_01_OD2,-,,,,,,,,
SAE,2024,AI,4,L1,ESP,EF22_4_ESP_L1_U2_02_OD1,En el centro de la ciudad,-,NÃO,2,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_ESP_L1_U2_02_OD1,-,,,,,,,,
SAE,2024,AI,2,L1,ING,EF22_2_ING_L1_U2_02_OD2,1 to 10,VIDEO,NÃO,"3,952",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_2_ING_L1_U2_02_OD2,VIDEO,Básico,5,Ampliação,-,,,,
SAE,2024,AF,9,L2,CIE,EF22_9_CIE_L2_U2_01_OD1,Pasteurização e ultrapasteurização,-,SIM,5,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_9_CIE_L2_U2_01_OD1,-,,,,,,,,
SAE,2024,AI,2,L2,ING,EF22_2_ING_L2_U4_02_OD2,Choose the right image according to the animal's name.,EDUCATIONAL_GAME,NÃO,"4,8",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_2_ING_L2_U4_02_OD2,-,Básico,5,Ampliação,-,,,,
SAE,2024,AF,8,L2,CIE,EF22_8_CIE_L2_U2_01_OD1,Desvendando a filogenia,-,SIM,"3,75",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_8_CIE_L2_U2_01_OD1,-,,,,,,,,
SAE,2024,AF,6,L1,MAT,EF22_6_MAT_L1_U2_03_OD1,Números grandes,EDUCATIONAL_GAME,NÃO,"4,118",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_6_MAT_L1_U2_03_OD1,Fruti-ninja,Básico,5,Ampliação,-,,,,
SAE,-,-,-,-,-,EI22_5A_L1_U1_01_OD2,Vamos contar até 10,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EI22_5A_L1_U1_01_OD2,-,-,-,-,-,-,-,,
SAE,2024,AI,5,L1,POR,EF22_5_POR_L1_U1_02_OD2,Flexão dos verbos: tempo e pessoa,-,SIM,"4,125",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_5_POR_L1_U1_02_OD2,Informativo,,,,,,,,
SAE,-,-,-,-,-,EI22_5A_L1_U1_01_OD5,Qualquer vida é muita dentro da floresta,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EI22_5A_L1_U1_01_OD5,-,-,-,-,-,-,-,,
SAE,2024,AF,7,L4,ART,EF22_7_ART_L4_U4_04_OD2,Características dos personagens da Commedia dell’arte,-,SIM,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_7_ART_L4_U4_04_OD2,-,,,,,,,Selecionado para o ART 71,
SAE,2024,AI,2,L3,ING,EF21_2_ING_L3_U5_02_OD2,THERE IS / THERE ARE,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_2_ING_L3_U5_02_OD2,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso,,,,
SAE,2024,AF,7,L3,CIE,EF21_7_CIE_L3_U3_01_OD1,Insetos sociais,-,SIM,"3,911",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_7_CIE_L3_U3_01_OD1,-,Básico,5,Ampliação,-,,,,
SAE,2024,AF,6,L4,HIS,EF22_6_HIS_L4_U6_02_OD1,REINOS DOS FRANCOS,-,SIM,"3,813",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_6_HIS_L4_U6_02_OD1,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso.,,,,
SAE,2024,AI,1,L2,MAT,EF22_1_MAT_L2_U3_01_OD1,Como lê e escreve?,-,NÃO,"4,345",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_1_MAT_L2_U3_01_OD1,-,Bom,9,Ampliação,Mais diversidade nos personagens.,,,,
SAE,2024,AF,6,L2,MAT,EF22_6_MAT_L2_U5_02_OD1,Probabilidade,-,NÃO,"4,222",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_6_MAT_L2_U5_02_OD1,-,Reprovado,N/A,N/A,Recurso não funciona,,,,
SAE,2024,AI,4,L2,POR,EF22_4_POR_L2_U4_02_OD2,Pronomes de tratamento,-,SIM,"3,257",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_POR_L2_U4_02_OD2,Informativo,,,,,,,,
SAE,2024,AF,9,L3,MAT,EF21_9_MAT_L3_U8_02_OD1,Relações métricas no triângulo retângulo,-,SIM,"3,625",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_9_MAT_L3_U8_02_OD1,-,,,,,,,,
SAE,2024,AF,8,L4,EDF,EF22_8_EDF_L4_U4_01_OD1,Identificando as partes do mapa de orientação,-,SIM,"4,133",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_8_EDF_L4_U4_01_OD1,-,,,,,,,,
SAE,2024,AI,4,L4,ING,EF22_4_ING_L4_U6_01_OD2,Prepositions,-,SIM,"3,75",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_ING_L4_U6_01_OD2,-,,,,,,,,
SAE,2024,AF,8,L4,POR,EF22_8_POR_L4_U7_01_OD2,COMPLEMENTO PREDICATIVO,-,SIM,"3,783",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_8_POR_L4_U7_01_OD2,-,,,,,,,,
SAE,2024,AF,7,L3,ART,EF21_7_ART_L3_U3_01_OD2,A chegada de um trem à estação,-,SIM,"3,867",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_7_ART_L3_U3_01_OD2,-,Básico,5,Ampliação,-,,,,
SAE,-,-,-,-,-,EF1_23_CAPA_4_ANO_L1_LA,4 ano,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF1_23_CAPA_4_ANO_L1_LA,-,-,-,-,-,-,-,,
SAE,2024,AF,9,L1,FIL,EF22_9_FIL_L1_U1_03_OD1,O pensamento de Wittgenstein,-,SIM,"3,5",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_9_FIL_L1_U1_03_OD1,informativo,,,,,,,,
SAE,2024,AI,2,L3,ING,EF21_2_ING_L3_U6_02_OD2,FIND OUT,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_2_ING_L3_U6_02_OD2,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso,,,,
SAE,-,-,-,-,-,EI22_4A_L1_U1_01_OD2,DIVERSIDADE,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EI22_4A_L1_U1_01_OD2,-,-,-,-,-,-,-,,
SAE,-,-,-,-,-,EF23_4_HIS_L1_U1_02_OD2,Como viviam as primeiras comunidades humanas?,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF23_4_HIS_L1_U1_02_OD2,-,-,-,-,-,-,-,,
SAE,2024,AF,9,L4,POR,EF22_9_POR_L4_U9_01_OD2,Emprego de palavras,-,SIM,"3,5",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_9_POR_L4_U9_01_OD2,-,,,,,,,,
SAE,2024,AF,7,L2,ING,EF22_7_ING_L2_U4_01_OD2,Can or Could?,-,SIM,"3,5",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_7_ING_L2_U4_01_OD2,-,,,,,,,,
SAE,2024,AF,9,L3,QUI,EF21_9_QUI_L3_U3_03_OD2,Chuva ácida,-,SIM,"2,667",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_9_QUI_L3_U3_03_OD2,-,,,,,,,,
SAE,2024,AF,6,L4,ING,EF22_6_ING_L4_U8_02_OD2,BORROW X LEND,-,SIM,"4,4",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_6_ING_L4_U8_02_OD2,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso.,,,,
SAE,2024,AF,8,L4,ESP,EF22_8_ESP_L4_U2_02_OD1,Los animales,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_8_ESP_L4_U2_02_OD1,-,,,,,,,,
SAE,-,-,-,-,-,EXT23_3_MAT_L4_B_22_OD1,Jogo de bilhar em mesa elíptica,-,SIM,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EXT23_3_MAT_L4_B_22_OD1,-,-,-,-,-,-,-,,
SAE,2024,AF,6,L1,GEO,EF22_6_GEO_L1_U1_01_OD2,Espaço Natural e Espaço Modificado,-,NÃO,"4,484",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_6_GEO_L1_U1_01_OD2,Quiz,Reprovado,N/A,N/A,Não há vantagem sobre o impresso.,,,,
SAE,2024,AI,4,L4,MAT,EF22_4_MAT_L4_U9_03_OD2,Decompondo quantias,-,NÃO,"4,393",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_MAT_L4_U9_03_OD2,-,,,,,,,,
SAE,2024,AF,8,L1,ART,EF22_8_ART_L1_U1_02_OD1,"WALT DISNEY, O MIDAS DOS DESENHOS",-,SIM,"3,706",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_8_ART_L1_U1_02_OD1,Informativo,,,,,,,,
SAE,2024,AI,3,L2,POR,EF22_3_POR_L2_A_10_OD1,Analisar o uso do vocativo e do aposto e suas características.,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_3_POR_L2_A_10_OD1,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso. Usabilidade inadequada.,,,,
SAE,2024,AI,2,L1,POR,EF23_2_POR_L1_U2_03_OD2,Uso da letra maiúscula e minúscula,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF23_2_POR_L1_U2_03_OD2,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso e pouca relevância pedagógica.,,,,
SAE,2024,AI,5,L2,ING,EF22_5_ING_L2_U5_02_OD2,COMPARATIVE AND SUPERLATIVE,-,NÃO,"3,217",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_5_ING_L2_U5_02_OD2,-,,,,,,,,
SAE,2024,AI,3,L1,EDF,EF22_3_EDF_L1_U1_02_OD2,Mancala,-,NÃO,"4,2",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_3_EDF_L1_U1_02_OD2,Vídeo,Adequado,8,Substituição,-,,,,
SAE,2024,AI,1,L3,ART,EF21_1_ART_L3_U3_03_OD2,COMO É DIFÍCIL DE FALAR!,-,SIM,"4,688",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_1_ART_L3_U3_03_OD2,-,Adequado,6,Substituição,"Incluir orientações com locução, caixa-alta, tela inicial menos poluída. Mudar para PORTUGUÊS.",,,,
SAE,2024,AF,7,L3,GEO,EF21_7_GEO_L3_U5_01_OD1,Desenvolvimento do transporte,-,SIM,"3,784",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_7_GEO_L3_U5_01_OD1,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso.,,,,
SAE,-,-,-,-,-,EXT24_3_QUI_L1_C_01_OD2,Destilação do Petróleo,-,SIM,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EXT24_3_QUI_L1_C_01_OD2,-,-,-,-,-,-,-,,
SAE,2024,AF,9,L1,BIO,EF22_9_BIO_L1_U1_02_OD2,A origem da vida na Terra,-,SIM,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_9_BIO_L1_U1_02_OD2,-,,,,,,,,
SAE,2024,AI,1,L2,MAT,EF22_1_MAT_L2_U4_02_OD1,Direita e esquerda,-,NÃO,"4,364",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_1_MAT_L2_U4_02_OD1,-,Bom,10,Modificação,Importante incluir locução com as orientações para virar para a  DIREITA e ESQUERDA para que o aluno faça essa relação enquanto joga.,,,,
SAE,2024,AI,2,L2,ESP,EF22_2_ESP_L2_U2_01_OD1,Familia,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_2_ESP_L2_U2_01_OD1,-,Básico,5,Ampliação,-,,,21 ESP,
SAE,2024,AI,5,L1,ESP,EF22_5_ESP_L1_U1_03_OD1,Ordenar objetos,-,NÃO,"2,5",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_5_ESP_L1_U1_03_OD1,-,,,,,,,,
SAE,2024,AI,4,L3,ING,EF21_4_ING_L3_U3_01_OD2,What profession is this? (Simple present),-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_4_ING_L3_U3_01_OD2,-,,,,,,,,
SAE,2024,AI,1,L2,ART,EF22_1_ART_L2_U2_03_OD1,O que vou usar?,-,NÃO,"3,625",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_1_ART_L2_U2_03_OD1,-,Reprovado,N/A,N/A,Há limitações de interação e imprecisões de conteúdo.,,,,
SAE,2024,AI,4,L2,ING,EF22_4_ING_L2_U2_02_OD2,PREPOSITIONS OF PLACE,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_ING_L2_U2_02_OD2,-,,,,,,,,
SAE,-,-,-,-,-,EF23_4_HIS_L1_U1_02_OD1,Teorias da chegada do homem na América,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF23_4_HIS_L1_U1_02_OD1,-,-,-,-,-,-,-,,
SAE,2024,AI,2,L4,ING,EF22_2_ING_L4_U2_01_OD2,THIS OR THAT?,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_2_ING_L4_U2_01_OD2,-,Básico,5,Ampliação,-,,,,
SAE,2024,AI,4,L4,ING,EF22_4_ING_L4_U4_01_OD1,Body Parts,-,SIM,"2,8",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_ING_L4_U4_01_OD1,-,,,,,,,,
SAE,2024,AI,4,L4,ART,EF22_4_ART_L4_U4_02_OD2,Instrumentos com água,-,NÃO,"3,857",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_ART_L4_U4_02_OD2,-,,,,,,,,
SAE,2024,AF,7,L4,ESP,EF22_7_ESP_L4_U4_03_OD1,¿Qué hora es?,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_7_ESP_L4_U4_03_OD1,-,,,,,,,,
SAE,2024,AI,4,L2,ING,EF22_4_ING_L2_U1_02_OD2,MATH OPERATIONS 2,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_ING_L2_U1_02_OD2,-,,,,,,,,
SAE,2024,AI,3,L4,ING,EF22_3_ING_L4_U1_01_OD1,Classroom Language,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_3_ING_L4_U1_01_OD1,-,Reprovado,N/A,N/A,"Pouca relevância pedagógica. Recurso pouco atrativo, sem ludicidade.",,,,
SAE,2024,AF,9,L4,ART,EF22_9_ART_L4_U4_03_OD2,Quem faz parte do elenco?,-,SIM,5,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_9_ART_L4_U4_03_OD2,-,,,,,,,,
SAE,2024,AI,5,L2,ING,EF22_5_ING_L2_U6_02_OD2,Nationalities,-,NÃO,"2,533",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_5_ING_L2_U6_02_OD2,-,,,,,,,,
SAE,2024,AF,6,L2,MAT,EF22_6_MAT_L2_U4_02_OD1,O X da questão,-,NÃO,"3,609",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_6_MAT_L2_U4_02_OD1,-,Básico,5,Ampliação,-,,,,
SAE,-,-,-,-,-,EXT24_3_GEO_L3_A_17_OD1,A migração dos Homo sapiens ao longo do tempo,-,NÃO,4,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EXT24_3_GEO_L3_A_17_OD1,-,-,-,-,-,-,-,,
SAE,2024,AI,5,L4,ESP,EF22_5_ESP_L4_U2_03_OD1,ESTACIONES Y MESES,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_5_ESP_L4_U2_03_OD1,-,,,,,,,,
SAE,2024,AF,8,L4,ESP,EF22_8_ESP_L4_U8_02_OD1,Costumbres y tradiciones hispánicas,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_8_ESP_L4_U8_02_OD1,-,,,,,,,,
SAE,-,-,-,-,-,EF23_3_CIE_L4_U4_02_OD1,A FORMAÇÃO DO SOLO,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF23_3_CIE_L4_U4_02_OD1,-,-,-,-,-,-,-,,
SAE,-,-,-,-,-,EI23_4A_U4_L4_OD2,Labirinto de Rimas,EDUCATIONAL_GAME,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EI23_4A_U4_L4_OD2,-,-,-,-,-,-,-,,
SAE,2024,AI,2,L4,EDF,EF22_2_EDF_L4_U4_02_OD1,Saltos no Atletismo,-,SIM,4,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_2_EDF_L4_U4_02_OD1,-,Básico,5,Substituição,Mudar a gamificação para estrelinhas.,,,24 EDF,
SAE,2024,AF,7,L4,POR,EF22_7_POR_L4_U7_01_OD1,Narrativa policial,-,SIM,"4,229",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_7_POR_L4_U7_01_OD1,-,,,,,,,,
SAE,2024,AF,7,L2,POR,EF22_7_POR_L2_U3_02_OD1,Crônica,-,SIM,4,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_7_POR_L2_U3_02_OD1,-,,,,,,,,
SAE,2024,AF,7,L4,HIS,EF22_7_HIS_L4_U7_01_OD1,Religião asteca,-,SIM,"3,172",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_7_HIS_L4_U7_01_OD1,-,,,,,,,,
SAE,2024,AI,3,L2,MAT,EF22_3_MAT_L2_U3_01_OD2,Tipos de gráficos,-,SIM,"4,407",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_3_MAT_L2_U3_01_OD2,-,Bom,9,Modificação,-,,,,
SAE,2024,AF,9,L4,EDF,EF22_9_EDF_L4_U4_02_OD1,Caça-palavras radical,-,SIM,"2,333",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_9_EDF_L4_U4_02_OD1,-,,,,,,,,
SAE,2024,AI,3,L3,MAT,EF21_3_MAT_L3_U6_02_OD1,Problemas de Divisão: como resolver?,-,NÃO,"4,031",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_3_MAT_L3_U6_02_OD1,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso.,,,,
SAE,2024,AI,1,L3,ESP,EF21_1_ESP_L3_U1_02_OD1,Los objetos escolares,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_1_ESP_L3_U1_02_OD1,-,Bom,9,Ampliação,"Incluir vinhetas de abertura e encerramento, letterings para os termos.",,,,
SAE,2024,AI,4,L4,ING,EF22_4_ING_L4_U2_01_OD1,PARTS OF THE HOUSE,-,SIM,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_ING_L4_U2_01_OD1,-,,,,,,,,
SAE,2024,AI,4,L2,ART,EF22_4_ART_L2_U2_01_OD1,Procura-se na obra de arte...,-,NÃO,"4,412",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_ART_L2_U2_01_OD1,Informativo,,,,,,,,
SAE,2024,AF,9,L3,ING,EF21_9_ING_L3_U5_01_OD1,LAY X LIE,-,NÃO,"4,25",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_9_ING_L3_U5_01_OD1,-,,,,,,,,
SAE,2024,AI,2,L2,CIE,EF22_2_CIE_L2_U2_02_OD1,Partes das plantas,-,NÃO,"4,256",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_2_CIE_L2_U2_02_OD1,-,Básico,5,Ampliação,Rever os termos para evitar ambiguidade.,,,,
SAE,2024,AF,8,L3,POR,EF21_8_POR_L3_U6_01_OD1,BIOGRAFIA,-,SIM,"4,25",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_8_POR_L3_U6_01_OD1,-,,,,,,,,
SAE,2024,AF,7,L4,MAT,EF22_7_MAT_L4_U11_02_OD1,Juros no dia a dia,-,NÃO,"4,167",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_7_MAT_L4_U11_02_OD1,-,,,,,,,,
SAE,2024,AI,1,L2,ING,EF22_1_ING_L2_U7_03_OD1,AT THE FUNFAIR,-,NÃO,"4,696",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_1_ING_L2_U7_03_OD1,-,Básico,5,Ampliação,Incluir locução dos nomes dos itens.,,,,
SAE,2024,AI,1,L4,ING,EF22_1_ING_L4_U6_01_OD2,FIND,-,SIM,4,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_1_ING_L4_U6_01_OD2,-,Reprovado,N/A,N/A,Pouca intencionalidade pedagógica.,,,,
SAE,2024,AF,6,L2,ART,EF22_6_ART_L2_U2_03_OD1,Construção e caracterização de um personagem,-,NÃO,"3,929",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_6_ART_L2_U2_03_OD1,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso.,,,,
SAE,2024,AF,8,L3,HIS,EF21_8_HIS_L3_U6_02_OD1,Guerra do Paraguai,-,SIM,"2,714",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_8_HIS_L3_U6_02_OD1,-,,,,,,,,
SAE,2024,AF,8,L2,ESP,EF22_8_ESP_L2_U5_01_OD1,¡Muac!,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_8_ESP_L2_U5_01_OD1,-,,,,,,,,
SAE,2024,AI,2,L1,CIE,EF22_2_CIE_L1_U1_01_OD2,Como são os objetos?,-,NÃO,"4,729",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_2_CIE_L1_U1_01_OD2,Jogo da Memória,Adequado,8,Ampliação,-,,,CIE 21 CAP. 2,
